
level, duration, hits, total_ducks, score, ratio
1, 60, 48.0, 48, 1, 1.0
level, duration, hits, total_ducks, score, ratio
level, duration, hits, total_ducks, score, ratio
level, duration, hits, total_ducks, score, ratio
142, 60, 20.0, 29, 142, 0.6896551724137931
143, 60, 15.0, 28, 143, 0.5357142857142857
144, 60, 55.0, 57, 144, 0.9649122807017544
145, 60, 58.0, 59, 145, 0.9830508474576272
146, 60, 52.0, 58, 146, 0.896551724137931
147, 60, 26.0, 33, 147, 0.7878787878787878
148, 60, 52.0, 55, 148, 0.9454545454545454
149, 60, 58.0, 59, 149, 0.9830508474576272
150, 60, 59.0, 59, 150, 1.0
151, 60, 58.0, 59, 151, 0.9830508474576272
152, 60, 58.0, 59, 152, 0.9830508474576272
153, 60, 57.0, 58, 153, 0.9827586206896551
154, 60, 58.0, 59, 154, 0.9830508474576272
155, 60, 58.0, 59, 155, 0.9830508474576272
156, 60, 50.0, 54, 156, 0.9259259259259259
157, 60, 57.0, 59, 157, 0.9661016949152542
158, 60, 57.0, 59, 158, 0.9661016949152542
159, 60, 30.0, 38, 159, 0.7894736842105263
160, 60, 57.0, 59, 160, 0.9661016949152542
161, 60, 57.0, 59, 161, 0.9661016949152542
162, 60, 58.0, 59, 162, 0.9830508474576272
163, 60, 58.0, 58, 163, 1.0
164, 60, 57.0, 57, 164, 1.0
165, 60, 57.0, 59, 165, 0.9661016949152542
166, 60, 49.0, 56, 166, 0.875
167, 60, 54.0, 57, 167, 0.9473684210526315
168, 60, 55.0, 58, 168, 0.9482758620689655
169, 60, 51.0, 56, 169, 0.9107142857142857
170, 60, 58.0, 59, 170, 0.9830508474576272
171, 60, 58.0, 59, 171, 0.9830508474576272
172, 60, 56.0, 59, 172, 0.9491525423728814
173, 60, 58.0, 59, 173, 0.9830508474576272
174, 60, 54.0, 58, 174, 0.9310344827586207
175, 60, 59.0, 59, 175, 1.0
176, 60, 47.0, 52, 176, 0.9038461538461539
177, 60, 57.0, 59, 177, 0.9661016949152542
178, 60, 38.0, 45, 178, 0.8444444444444444
179, 60, 56.0, 58, 179, 0.9655172413793104
180, 60, 56.0, 58, 180, 0.9655172413793104
181, 60, 26.0, 35, 181, 0.7428571428571429
182, 60, 47.0, 51, 182, 0.9215686274509803
183, 60, 58.0, 58, 183, 1.0
184, 60, 59.0, 59, 184, 1.0
185, 60, 59.0, 59, 185, 1.0
186, 60, 58.0, 59, 186, 0.9830508474576272
187, 60, 58.0, 59, 187, 0.9830508474576272
188, 60, 59.0, 59, 188, 1.0
189, 60, 58.0, 59, 189, 0.9830508474576272
190, 60, 57.0, 59, 190, 0.9661016949152542
191, 60, 55.0, 58, 191, 0.9482758620689655
192, 60, 58.0, 59, 192, 0.9830508474576272
193, 60, 58.0, 59, 193, 0.9830508474576272
194, 60, 59.0, 59, 194, 1.0
195, 60, 58.0, 59, 195, 0.9830508474576272
196, 60, 58.0, 59, 196, 0.9830508474576272
197, 60, 58.0, 59, 197, 0.9830508474576272
198, 60, 57.0, 59, 198, 0.9661016949152542
199, 60, 59.0, 59, 199, 1.0
200, 60, 59.0, 59, 200, 1.0
201, 60, 57.0, 59, 201, 0.9661016949152542
202, 60, 58.0, 59, 202, 0.9830508474576272
203, 60, 58.0, 59, 203, 0.9830508474576272
204, 60, 58.0, 59, 204, 0.9830508474576272
205, 60, 58.0, 59, 205, 0.9830508474576272
206, 60, 58.0, 59, 206, 0.9830508474576272
207, 60, 57.0, 59, 207, 0.9661016949152542
208, 60, 58.0, 59, 208, 0.9830508474576272
209, 60, 58.0, 59, 209, 0.9830508474576272
210, 60, 57.0, 58, 210, 0.9827586206896551
211, 60, 54.0, 58, 211, 0.9310344827586207
212, 60, 50.0, 53, 212, 0.9433962264150944
213, 60, 57.0, 59, 213, 0.9661016949152542
214, 60, 55.0, 58, 214, 0.9482758620689655
215, 60, 54.0, 56, 215, 0.9642857142857143
216, 60, 58.0, 59, 216, 0.9830508474576272
217, 60, 52.0, 54, 217, 0.9629629629629629
218, 60, 58.0, 59, 218, 0.9830508474576272
219, 60, 58.0, 59, 219, 0.9830508474576272
220, 60, 57.0, 59, 220, 0.9661016949152542
221, 60, 58.0, 58, 221, 1.0
222, 60, 58.0, 59, 222, 0.9830508474576272
223, 60, 22.0, 28, 223, 0.7857142857142857
224, 60, 51.0, 57, 224, 0.8947368421052632
225, 60, 58.0, 59, 225, 0.9830508474576272
226, 60, 56.0, 58, 226, 0.9655172413793104
227, 60, 59.0, 59, 227, 1.0
228, 60, 59.0, 59, 228, 1.0
229, 60, 58.0, 59, 229, 0.9830508474576272
230, 60, 59.0, 59, 230, 1.0
231, 60, 58.0, 58, 231, 1.0
232, 60, 56.0, 58, 232, 0.9655172413793104
233, 60, 43.0, 49, 233, 0.8775510204081632
234, 60, 56.0, 58, 234, 0.9655172413793104
235, 60, 57.0, 59, 235, 0.9661016949152542
236, 60, 57.0, 59, 236, 0.9661016949152542
237, 60, 57.0, 59, 237, 0.9661016949152542
238, 60, 58.0, 59, 238, 0.9830508474576272
239, 60, 58.0, 59, 239, 0.9830508474576272
240, 60, 59.0, 59, 240, 1.0
241, 60, 55.0, 58, 241, 0.9482758620689655
242, 60, 35.0, 47, 242, 0.7446808510638298
243, 60, 45.0, 50, 243, 0.9
244, 60, 24.0, 28, 244, 0.8571428571428571
245, 60, 49.0, 54, 245, 0.9074074074074074
246, 60, 55.0, 58, 246, 0.9482758620689655
247, 60, 58.0, 59, 247, 0.9830508474576272
248, 60, 57.0, 59, 248, 0.9661016949152542
249, 60, 59.0, 59, 249, 1.0
250, 60, 59.0, 59, 250, 1.0
251, 60, 58.0, 59, 251, 0.9830508474576272
252, 60, 58.0, 59, 252, 0.9830508474576272
253, 60, 58.0, 58, 253, 1.0
254, 60, 55.0, 58, 254, 0.9482758620689655
255, 60, 58.0, 58, 255, 1.0
256, 60, 50.0, 53, 256, 0.9433962264150944
257, 60, 58.0, 59, 257, 0.9830508474576272
258, 60, 56.0, 59, 258, 0.9491525423728814
259, 60, 59.0, 59, 259, 1.0
260, 60, 57.0, 59, 260, 0.9661016949152542
261, 60, 58.0, 59, 261, 0.9830508474576272
262, 60, 58.0, 59, 262, 0.9830508474576272
263, 60, 58.0, 59, 263, 0.9830508474576272
264, 60, 56.0, 59, 264, 0.9491525423728814
265, 60, 52.0, 56, 265, 0.9285714285714286
266, 60, 39.0, 43, 266, 0.9069767441860465
267, 60, 58.0, 59, 267, 0.9830508474576272
268, 60, 56.0, 58, 268, 0.9655172413793104
269, 60, 53.0, 59, 269, 0.8983050847457628
270, 60, 56.0, 59, 270, 0.9491525423728814
271, 60, 54.0, 54, 271, 1.0
272, 60, 58.0, 59, 272, 0.9830508474576272
273, 60, 58.0, 59, 273, 0.9830508474576272
274, 60, 56.0, 58, 274, 0.9655172413793104
275, 60, 46.0, 49, 275, 0.9387755102040817
276, 60, 58.0, 59, 276, 0.9830508474576272
277, 60, 56.0, 59, 277, 0.9491525423728814
278, 60, 56.0, 58, 278, 0.9655172413793104
279, 60, 56.0, 59, 279, 0.9491525423728814
280, 60, 30.0, 36, 280, 0.8333333333333334
281, 60, 48.0, 49, 281, 0.9795918367346939
282, 60, 59.0, 59, 282, 1.0
283, 60, 58.0, 59, 283, 0.9830508474576272
284, 60, 59.0, 59, 284, 1.0
285, 60, 57.0, 59, 285, 0.9661016949152542
286, 60, 59.0, 59, 286, 1.0
287, 60, 58.0, 58, 287, 1.0
288, 60, 58.0, 59, 288, 0.9830508474576272
289, 60, 58.0, 59, 289, 0.9830508474576272
290, 60, 58.0, 59, 290, 0.9830508474576272
291, 60, 58.0, 58, 291, 1.0
292, 60, 57.0, 58, 292, 0.9827586206896551
293, 60, 58.0, 59, 293, 0.9830508474576272
294, 60, 58.0, 59, 294, 0.9830508474576272
295, 60, 58.0, 59, 295, 0.9830508474576272
296, 60, 57.0, 59, 296, 0.9661016949152542
297, 60, 57.0, 59, 297, 0.9661016949152542
298, 60, 59.0, 59, 298, 1.0
299, 60, 57.0, 58, 299, 0.9827586206896551
300, 60, 54.0, 56, 300, 0.9642857142857143
301, 60, 57.0, 59, 301, 0.9661016949152542
302, 60, 56.0, 59, 302, 0.9491525423728814
303, 60, 58.0, 59, 303, 0.9830508474576272
304, 60, 58.0, 59, 304, 0.9830508474576272
305, 60, 58.0, 59, 305, 0.9830508474576272
306, 60, 57.0, 59, 306, 0.9661016949152542
307, 60, 58.0, 59, 307, 0.9830508474576272
308, 60, 50.0, 52, 308, 0.9615384615384616
309, 60, 51.0, 53, 309, 0.9622641509433962
310, 60, 38.0, 48, 310, 0.7916666666666666
311, 60, 57.0, 58, 311, 0.9827586206896551
312, 60, 58.0, 59, 312, 0.9830508474576272
313, 60, 51.0, 54, 313, 0.9444444444444444
314, 60, 53.0, 54, 314, 0.9814814814814815
315, 60, 56.0, 57, 315, 0.9824561403508771
316, 60, 59.0, 59, 316, 1.0
317, 60, 59.0, 59, 317, 1.0
318, 60, 56.0, 59, 318, 0.9491525423728814
319, 60, 59.0, 59, 319, 1.0
320, 60, 58.0, 59, 320, 0.9830508474576272
321, 60, 57.0, 59, 321, 0.9661016949152542
322, 60, 51.0, 52, 322, 0.9807692307692307
323, 60, 55.0, 59, 323, 0.9322033898305084
324, 60, 55.0, 59, 324, 0.9322033898305084
325, 60, 59.0, 59, 325, 1.0
326, 60, 57.0, 58, 326, 0.9827586206896551
327, 60, 57.0, 57, 327, 1.0
328, 60, 57.0, 58, 328, 0.9827586206896551
329, 60, 57.0, 58, 329, 0.9827586206896551
330, 60, 27.0, 35, 330, 0.7714285714285715
331, 60, 47.0, 52, 331, 0.9038461538461539
332, 60, 55.0, 57, 332, 0.9649122807017544
333, 60, 8.0, 22, 333, 0.36363636363636365
334, 60, 55.0, 58, 334, 0.9482758620689655
335, 60, 54.0, 57, 335, 0.9473684210526315
336, 60, 56.0, 57, 336, 0.9824561403508771
337, 60, 57.0, 58, 337, 0.9827586206896551
338, 60, 47.0, 49, 338, 0.9591836734693877
339, 60, 55.0, 58, 339, 0.9482758620689655
340, 60, 25.0, 30, 340, 0.8333333333333334
341, 60, 32.0, 41, 341, 0.7804878048780488
342, 60, 53.0, 56, 342, 0.9464285714285714
343, 60, 52.0, 53, 343, 0.9811320754716981
344, 60, 45.0, 52, 344, 0.8653846153846154
345, 60, 54.0, 58, 345, 0.9310344827586207
346, 60, 58.0, 58, 346, 1.0
347, 60, 35.0, 38, 347, 0.9210526315789473
348, 60, 56.0, 57, 348, 0.9824561403508771
