level, duration, hits, total_ducks, score, ratio
551, 60, 6.0, 13, 551, 0.46153846153846156
552, 60, 53.0, 54, 552, 0.9814814814814815
553, 60, 54.0, 55, 553, 0.9818181818181818
554, 60, 56.0, 57, 554, 0.9824561403508771
555, 60, 56.0, 57, 555, 0.9824561403508771
556, 60, 22.0, 28, 556, 0.7857142857142857
557, 60, 47.0, 54, 557, 0.8703703703703703
558, 60, 52.0, 55, 558, 0.9454545454545454
559, 60, 53.0, 56, 559, 0.9464285714285714
560, 60, 48.0, 54, 560, 0.8888888888888888
561, 60, 55.0, 58, 561, 0.9482758620689655
562, 60, 35.0, 40, 562, 0.875
563, 60, 3.0, 7, 563, 0.42857142857142855
564, 60, 56.0, 58, 564, 0.9655172413793104
565, 60, 53.0, 56, 565, 0.9464285714285714
566, 60, 8.0, 18, 566, 0.4444444444444444
567, 60, 49.0, 53, 567, 0.9245283018867925
568, 60, 46.0, 53, 568, 0.8679245283018868
569, 60, 46.0, 53, 569, 0.8679245283018868
570, 60, 21.0, 26, 570, 0.8076923076923077
571, 60, 14.0, 20, 571, 0.7
572, 60, 15.0, 19, 572, 0.7894736842105263
573, 60, 18.0, 23, 573, 0.782608695652174
574, 60, 26.0, 34, 574, 0.7647058823529411
575, 60, 30.0, 35, 575, 0.8571428571428571
576, 60, 11.0, 16, 576, 0.6875
577, 60, 12.0, 17, 577, 0.7058823529411765
578, 60, 13.0, 16, 578, 0.8125
579, 60, 33.0, 40, 579, 0.825
580, 60, 55.0, 58, 580, 0.9482758620689655
581, 60, 57.0, 58, 581, 0.9827586206896551
582, 60, 44.0, 46, 582, 0.9565217391304348
583, 60, 15.0, 21, 583, 0.7142857142857143
584, 60, 58.0, 58, 584, 1.0
585, 60, 11.0, 20, 585, 0.55
586, 60, 45.0, 54, 586, 0.8333333333333334
587, 60, 54.0, 58, 587, 0.9310344827586207
588, 60, 57.0, 58, 588, 0.9827586206896551
589, 60, 25.0, 33, 589, 0.7575757575757576
590, 60, 23.0, 30, 590, 0.7666666666666667
591, 60, 51.0, 54, 591, 0.9444444444444444
592, 60, 45.0, 48, 592, 0.9375
593, 60, 57.0, 58, 593, 0.9827586206896551
594, 60, 56.0, 58, 594, 0.9655172413793104
595, 60, 56.0, 58, 595, 0.9655172413793104
596, 60, 57.0, 58, 596, 0.9827586206896551
597, 60, 19.0, 22, 597, 0.8636363636363636
598, 60, 41.0, 51, 598, 0.803921568627451
599, 60, 25.0, 31, 599, 0.8064516129032258
600, 60, 52.0, 57, 600, 0.9122807017543859
601, 60, 44.0, 47, 601, 0.9361702127659575
602, 60, 20.0, 25, 602, 0.8
603, 60, 46.0, 48, 603, 0.9583333333333334
604, 60, 34.0, 41, 604, 0.8292682926829268
605, 60, 21.0, 27, 605, 0.7777777777777778
606, 60, 32.0, 38, 606, 0.8421052631578947
607, 60, 38.0, 46, 607, 0.8260869565217391
608, 60, 57.0, 58, 608, 0.9827586206896551
609, 60, 6.0, 11, 609, 0.5454545454545454
610, 60, 41.0, 46, 610, 0.8913043478260869
611, 60, 26.0, 31, 611, 0.8387096774193549
612, 60, 33.0, 40, 612, 0.825
613, 60, 51.0, 58, 613, 0.8793103448275862
614, 60, 55.0, 58, 614, 0.9482758620689655
615, 60, 22.0, 26, 615, 0.8461538461538461
616, 60, 15.0, 23, 616, 0.6521739130434783
617, 60, 15.0, 24, 617, 0.625
618, 60, 42.0, 48, 618, 0.875
619, 60, 51.0, 53, 619, 0.9622641509433962
620, 60, 45.0, 47, 620, 0.9574468085106383
621, 60, 11.0, 14, 621, 0.7857142857142857
622, 60, 22.0, 31, 622, 0.7096774193548387
623, 60, 55.0, 58, 623, 0.9482758620689655
624, 60, 56.0, 58, 624, 0.9655172413793104
625, 60, 30.0, 54, 625, 0.5555555555555556
626, 60, 36.0, 53, 626, 0.6792452830188679
627, 60, 47.0, 57, 627, 0.8245614035087719
628, 60, 40.0, 57, 628, 0.7017543859649122
629, 60, 22.0, 56, 629, 0.39285714285714285
630, 60, 15.0, 55, 630, 0.2727272727272727
631, 60, 55.0, 58, 631, 0.9482758620689655
632, 60, 11.0, 32, 632, 0.34375
633, 60, 55.0, 58, 633, 0.9482758620689655
634, 60, 41.0, 57, 634, 0.7192982456140351
635, 60, 50.0, 57, 635, 0.8771929824561403
636, 60, 54.0, 57, 636, 0.9473684210526315
637, 60, 49.0, 56, 637, 0.875
638, 60, 44.0, 57, 638, 0.7719298245614035
639, 60, 50.0, 57, 639, 0.8771929824561403
640, 60, 19.0, 37, 640, 0.5135135135135135
641, 60, 35.0, 54, 641, 0.6481481481481481
642, 60, 21.0, 37, 642, 0.5675675675675675
643, 60, 17.0, 35, 643, 0.4857142857142857
644, 60, 13.0, 40, 644, 0.325
645, 60, 43.0, 54, 645, 0.7962962962962963
646, 60, 20.0, 43, 646, 0.46511627906976744
647, 60, 54.0, 57, 647, 0.9473684210526315
648, 60, 54.0, 57, 648, 0.9473684210526315
649, 60, 17.0, 47, 649, 0.3617021276595745
650, 60, 50.0, 57, 650, 0.8771929824561403
651, 60, 33.0, 54, 651, 0.6111111111111112
652, 60, 1.0, 40, 652, 0.025
653, 60, 13.0, 29, 653, 0.4482758620689655
654, 60, 24.0, 56, 654, 0.42857142857142855
655, 60, 27.0, 50, 655, 0.54
656, 60, 44.0, 57, 656, 0.7719298245614035
657, 60, 53.0, 57, 657, 0.9298245614035088
658, 60, 51.0, 57, 658, 0.8947368421052632
659, 60, 10.0, 37, 659, 0.2702702702702703
660, 60, 56.0, 58, 660, 0.9655172413793104
661, 60, 33.0, 44, 661, 0.75
662, 60, 11.0, 38, 662, 0.2894736842105263
663, 60, 54.0, 58, 663, 0.9310344827586207
664, 60, 33.0, 57, 664, 0.5789473684210527
665, 60, 53.0, 58, 665, 0.9137931034482759
666, 60, 15.0, 45, 666, 0.3333333333333333
667, 60, 40.0, 58, 667, 0.6896551724137931
668, 60, 9.0, 36, 668, 0.25
669, 60, 23.0, 55, 669, 0.41818181818181815
670, 60, 6.0, 32, 670, 0.1875
671, 60, 12.0, 27, 671, 0.4444444444444444
672, 60, 8.0, 39, 672, 0.20512820512820512
673, 60, 15.0, 32, 673, 0.46875
674, 60, 19.0, 52, 674, 0.36538461538461536
675, 60, 10.0, 43, 675, 0.23255813953488372
676, 60, 15.0, 38, 676, 0.39473684210526316
677, 60, 18.0, 51, 677, 0.35294117647058826
678, 60, 45.0, 54, 678, 0.8333333333333334
679, 60, 50.0, 57, 679, 0.8771929824561403
680, 60, 54.0, 58, 680, 0.9310344827586207
681, 60, 57.0, 58, 681, 0.9827586206896551
682, 60, 45.0, 55, 682, 0.8181818181818182
683, 60, 13.0, 34, 683, 0.38235294117647056
684, 60, 51.0, 58, 684, 0.8793103448275862
685, 60, 24.0, 58, 685, 0.41379310344827586
686, 60, 33.0, 56, 686, 0.5892857142857143
687, 60, 6.0, 30, 687, 0.2
688, 60, 56.0, 58, 688, 0.9655172413793104
689, 60, 58.0, 58, 689, 1.0
690, 60, 54.0, 58, 690, 0.9310344827586207
691, 60, 36.0, 53, 691, 0.6792452830188679
692, 60, 49.0, 58, 692, 0.8448275862068966
693, 60, 51.0, 58, 693, 0.8793103448275862
694, 60, 40.0, 58, 694, 0.6896551724137931
695, 60, 7.0, 40, 695, 0.175
696, 60, 46.0, 57, 696, 0.8070175438596491
697, 60, 57.0, 58, 697, 0.9827586206896551
698, 60, 51.0, 58, 698, 0.8793103448275862
699, 60, 13.0, 37, 699, 0.35135135135135137
700, 60, 51.0, 58, 700, 0.8793103448275862
701, 60, 39.0, 58, 701, 0.6724137931034483
702, 60, 52.0, 58, 702, 0.896551724137931
703, 60, 54.0, 58, 703, 0.9310344827586207
704, 60, 24.0, 55, 704, 0.43636363636363634
705, 60, 26.0, 51, 705, 0.5098039215686274
706, 60, 26.0, 55, 706, 0.4727272727272727
707, 60, 16.0, 43, 707, 0.37209302325581395
708, 60, 29.0, 57, 708, 0.5087719298245614
709, 60, 48.0, 58, 709, 0.8275862068965517
710, 60, 30.0, 57, 710, 0.5263157894736842
711, 60, 52.0, 58, 711, 0.896551724137931
712, 60, 47.0, 58, 712, 0.8103448275862069
713, 60, 53.0, 58, 713, 0.9137931034482759
714, 60, 26.0, 42, 714, 0.6190476190476191
715, 60, 46.0, 58, 715, 0.7931034482758621
716, 60, 13.0, 39, 716, 0.3333333333333333
717, 60, 21.0, 56, 717, 0.375
718, 60, 18.0, 34, 718, 0.5294117647058824
719, 60, 16.0, 52, 719, 0.3076923076923077
720, 60, 15.0, 52, 720, 0.28846153846153844
721, 60, 20.0, 40, 721, 0.5
722, 60, 56.0, 57, 722, 0.9824561403508771
723, 60, 57.0, 58, 723, 0.9827586206896551
724, 60, 56.0, 57, 724, 0.9824561403508771
725, 60, 57.0, 58, 725, 0.9827586206896551
726, 60, 55.0, 58, 726, 0.9482758620689655
727, 60, 58.0, 58, 727, 1.0
728, 60, 31.0, 35, 728, 0.8857142857142857
729, 60, 57.0, 58, 729, 0.9827586206896551
730, 60, 30.0, 38, 730, 0.7894736842105263
731, 60, 57.0, 58, 731, 0.9827586206896551
732, 60, 50.0, 52, 732, 0.9615384615384616
733, 60, 57.0, 58, 733, 0.9827586206896551
734, 60, 34.0, 37, 734, 0.918918918918919
735, 60, 56.0, 57, 735, 0.9824561403508771
736, 60, 24.0, 31, 736, 0.7741935483870968
737, 60, 20.0, 24, 737, 0.8333333333333334
738, 60, 54.0, 58, 738, 0.9310344827586207
739, 60, 26.0, 35, 739, 0.7428571428571429
740, 60, 5.0, 10, 740, 0.5
741, 60, 33.0, 38, 741, 0.868421052631579
742, 60, 54.0, 58, 742, 0.9310344827586207
743, 60, 9.0, 13, 743, 0.6923076923076923
744, 60, 21.0, 25, 744, 0.84
745, 60, 57.0, 58, 745, 0.9827586206896551
746, 60, 57.0, 58, 746, 0.9827586206896551
747, 60, 19.0, 26, 747, 0.7307692307692307
748, 60, 57.0, 58, 748, 0.9827586206896551
749, 60, 37.0, 41, 749, 0.9024390243902439
750, 60, 45.0, 53, 750, 0.8490566037735849
751, 60, 15.0, 22, 751, 0.6818181818181818
752, 60, 42.0, 48, 752, 0.875
753, 60, 32.0, 39, 753, 0.8205128205128205
754, 60, 16.0, 22, 754, 0.7272727272727273
755, 60, 54.0, 58, 755, 0.9310344827586207
756, 60, 55.0, 58, 756, 0.9482758620689655
757, 60, 56.0, 57, 757, 0.9824561403508771
758, 60, 56.0, 58, 758, 0.9655172413793104
759, 60, 48.0, 51, 759, 0.9411764705882353
760, 60, 17.0, 24, 760, 0.7083333333333334
761, 60, 55.0, 58, 761, 0.9482758620689655
762, 60, 7.0, 16, 762, 0.4375
763, 60, 38.0, 44, 763, 0.8636363636363636
764, 60, 30.0, 38, 764, 0.7894736842105263
765, 60, 56.0, 57, 765, 0.9824561403508771
766, 60, 30.0, 36, 766, 0.8333333333333334
767, 60, 34.0, 39, 767, 0.8717948717948718
768, 60, 34.0, 41, 768, 0.8292682926829268
769, 60, 39.0, 41, 769, 0.9512195121951219
770, 60, 44.0, 50, 770, 0.88
771, 60, 54.0, 58, 771, 0.9310344827586207
772, 60, 21.0, 30, 772, 0.7
773, 60, 7.0, 12, 773, 0.5833333333333334
774, 60, 15.0, 20, 774, 0.75
775, 60, 39.0, 41, 775, 0.9512195121951219
776, 60, 54.0, 58, 776, 0.9310344827586207
777, 60, 39.0, 42, 777, 0.9285714285714286
778, 60, 50.0, 54, 778, 0.9259259259259259
779, 60, 55.0, 58, 779, 0.9482758620689655
780, 60, 53.0, 57, 780, 0.9298245614035088
781, 60, 53.0, 56, 781, 0.9464285714285714
782, 60, 26.0, 29, 782, 0.896551724137931
783, 60, 13.0, 20, 783, 0.65
784, 60, 43.0, 48, 784, 0.8958333333333334
785, 60, 56.0, 58, 785, 0.9655172413793104
786, 60, 57.0, 58, 786, 0.9827586206896551
787, 60, 43.0, 48, 787, 0.8958333333333334
788, 60, 58.0, 58, 788, 1.0
789, 60, 37.0, 46, 789, 0.8043478260869565
790, 60, 48.0, 54, 790, 0.8888888888888888
791, 60, 43.0, 49, 791, 0.8775510204081632
792, 60, 54.0, 56, 792, 0.9642857142857143
793, 60, 22.0, 30, 793, 0.7333333333333333
794, 60, 55.0, 56, 794, 0.9821428571428571
795, 60, 57.0, 57, 795, 1.0
796, 60, 56.0, 58, 796, 0.9655172413793104
797, 60, 22.0, 26, 797, 0.8461538461538461
798, 60, 55.0, 58, 798, 0.9482758620689655
799, 60, 43.0, 47, 799, 0.9148936170212766
800, 60, 51.0, 56, 800, 0.9107142857142857
801, 60, 53.0, 56, 801, 0.9464285714285714
802, 60, 56.0, 58, 802, 0.9655172413793104
803, 60, 17.0, 21, 803, 0.8095238095238095
804, 60, 58.0, 58, 804, 1.0
805, 60, 17.0, 25, 805, 0.68
806, 60, 11.0, 16, 806, 0.6875
807, 60, 38.0, 45, 807, 0.8444444444444444
808, 60, 49.0, 50, 808, 0.98
809, 60, 57.0, 58, 809, 0.9827586206896551
810, 60, 57.0, 58, 810, 0.9827586206896551
811, 60, 25.0, 29, 811, 0.8620689655172413
812, 60, 50.0, 52, 812, 0.9615384615384616
813, 60, 38.0, 45, 813, 0.8444444444444444
814, 60, 31.0, 34, 814, 0.9117647058823529
815, 60, 25.0, 30, 815, 0.8333333333333334
816, 60, 56.0, 58, 816, 0.9655172413793104
817, 60, 12.0, 18, 817, 0.6666666666666666
818, 60, 57.0, 58, 818, 0.9827586206896551
819, 60, 51.0, 56, 819, 0.9107142857142857
820, 60, 32.0, 41, 820, 0.7804878048780488
